AT1G01010	1	3631	5899
AT1G01020	1	6788	9130
AT1G01030	1	11649	13714
AT1G01040	1	23121	31227
AT1G01050	1	31170	33171
AT1G01060	1	33365	37871
AT1G01070	1	38444	41017
AT1G01080	1	44970	47059
AT1G01090	1	47234	49304
AT1G01100	1	49909	51210
AT1G01110	1	51953	54737
AT1G01120	1	57164	59215
AT1G01130	1	61905	63811
AT1G01140	1	64166	67774
AT1G01150	1	69911	72138
AT1G01160	1	72339	74096
AT1G01170	1	73931	74737
AT1G01180	1	75390	76845
AT1G01190	1	82984	84946
AT1G01200	1	86486	88409
AT1G01210	1	88622	90502
AT1G01220	1	91342	95681
AT1G01225	1	95935	97407
AT1G01230	1	97412	99240
AT1G01240	1	99865	101987
AT1G01250	1	104440	105330
AT1G01260	1	108946	111699
AT1G01280	1	112263	113947
AT1G01290	1	114202	116407
AT1G01300	1	116784	118845
AT1G01305	1	119381	119997
AT1G01310	1	120154	121130
AT1G01320	1	121067	130577
AT1G01335	1	130736	130858
AT1G01340	1	132270	135924
AT1G01350	1	136090	138162
AT1G01355	1	138489	139680
AT1G01360	1	141870	143261
AT1G01370	1	143489	146479
AT1G01380	1	147043	148014
AT1G01390	1	148013	149848
AT1G01400	1	150689	152210
AT1G01410	1	153113	154198
AT1G01420	1	154367	156178
AT1G01430	1	156477	158823
AT1G01440	1	159628	162953
AT1G01450	1	164105	165517
AT1G01453	1	166589	168088
AT1G01460	1	168559	171386
AT1G01470	1	171525	172948
AT1G01480	1	175706	178406
AT1G01490	1	180017	182749
AT1G01500	1	185033	187135
AT1G01510	1	187145	190472
AT1G01520	1	190408	192436
AT1G01530	1	192634	193670
AT1G01540	1	195645	198787
AT1G01550	1	199527	201775
AT1G01560	1	202103	204440
AT1G01570	1	204935	207642
AT1G01580	1	208995	213082
AT1G01590	1	214150	217734
AT1G01600	1	218834	221286
AT1G01610	1	221642	224351
AT1G01620	1	225665	227543
AT1G01630	1	228799	230979
AT1G01640	1	230908	232630
AT1G01650	1	232840	237905
AT1G01660	1	239841	242703
AT1G01670	1	242713	246054
AT1G01680	1	246262	248440
AT1G01690	1	249041	252522
AT1G01695	1	252626	254530
AT1G01700	1	259307	261667
AT1G01710	1	262828	266324
AT1G01715	1	266333	267883
AT1G01720	1	267993	269819
AT1G01725	1	269792	270859
AT1G01730	1	270797	272189
AT1G01740	1	272111	274930
AT1G01750	1	275188	276310
AT1G01760	1	276266	278599
AT1G01770	1	278600	282891
AT1G01780	1	282761	284245
AT1G01790	1	284350	291203
AT1G01800	1	293246	295086
AT1G01810	1	295207	295859
AT1G01820	1	296001	298334
AT1G01830	1	298451	302310
AT1G01840	1	303537	304358
AT1G01860	1	304133	306310
AT1G01880	1	306467	309541
AT1G01900	1	310169	313130
AT1G01910	1	313101	316090
AT1G01920	1	315983	319667
AT1G01930	1	319769	322895
AT1G01940	1	322886	324917
AT1G01950	1	325316	330619
AT1G01960	1	330588	337912
AT1G01970	1	338241	340088
AT1G01980	1	340108	342040
AT1G01990	1	342918	344400
AT1G02000	1	345516	347603
AT1G02010	1	347613	352545
AT1G02020	1	352612	355124
AT1G02030	1	355124	357258
AT1G02040	1	357906	359078
AT1G02050	1	359117	360746
AT1G02060	1	360918	363142
AT1G02065	1	365165	367443
AT1G02067	1	366945	367166
AT1G02070	1	370195	371090
AT1G02080	1	373335	386913
AT1G02090	1	387277	389808
AT1G02100	1	389812	392816
AT1G02110	1	392831	395528
AT1G02120	1	395689	400001
AT1G02130	1	399983	401919
AT1G02140	1	403100	404456
AT1G02145	1	404600	408619
AT1G02150	1	408622	410680
AT1G02160	1	410744	411632
AT1G02170	1	411664	413554
AT1G02180	1	413522	414649
AT1G02190	1	415074	418027
AT1G02205	1	418416	422579
AT1G02210	1	427548	427811
AT1G02220	1	428650	430720
AT1G02230	1	434965	436922
AT1G02250	1	437860	439559
AT1G02260	1	440200	442972
AT1G02270	1	443118	446296
AT1G02280	1	448423	450426
AT1G02290	1	450461	452743
AT1G02300	1	453107	455519
AT1G02305	1	455688	458164
AT1G02310	1	458133	460831
AT1G02320	1	461828	461974
AT1G02330	1	461946	463618
AT1G02335	1	463754	464981
AT1G02340	1	465616	467880
AT1G02350	1	469818	470693
AT1G02360	1	471883	473336
AT1G02370	1	474373	476612
AT1G02380	1	476945	479112
AT1G02390	1	480650	483373
AT1G02400	1	486800	489651
AT1G02405	1	489874	490627
AT1G02410	1	490860	492979
AT1G02420	1	493639	495158
AT1G02430	1	495050	496332
AT1G02440	1	496372	497555
AT1G02450	1	497917	498539
AT1G02460	1	504463	507268
AT1G02470	1	511765	513721
AT1G02475	1	513699	515422
AT1G02490	1	516569	516866
AT1G02500	1	518091	520495
AT1G02510	1	520498	521668
AT1G02520	1	523536	529069
AT1G02530	1	529679	534677
AT1G02540	1	534827	535699
AT1G02550	1	536483	537211
AT1G02560	1	537740	540127
AT1G02570	1	541236	542245
AT1G02575	1	543011	544057
AT1G02580	1	544733	549202
AT1G02590	1	552138	552761
AT1G02610	1	553019	556152
AT1G02620	1	557092	558774
AT1G02630	1	560610	562598
AT1G02640	1	564018	567771
AT1G02650	1	568558	570554
AT1G02660	1	571826	575085
AT1G02670	1	575922	580532
AT1G02680	1	580625	582310
AT1G02690	1	584134	587327
AT1G02700	1	588003	589480
AT1G02705	1	589584	590406
AT1G02710	1	589706	589996
AT1G02720	1	591682	594264
AT1G02730	1	594502	598657
AT1G02740	1	599330	602199
AT1G02750	1	602489	604387
AT1G02770	1	604873	606708
AT1G02780	1	607799	609534
AT1G02790	1	610363	612324
AT1G02800	1	613197	616231
AT1G02810	1	618061	620502
AT1G02813	1	620678	621329
AT1G02816	1	621453	623054
AT1G02820	1	623656	624567
AT1G02830	1	625084	625608
AT1G02840	1	626639	629993
AT1G02850	1	630374	633420
AT1G02860	1	635144	637262
AT1G02870	1	637214	638681
AT1G02880	1	642505	644903
AT1G02890	1	645084	652001
AT1G02900	1	653604	654457
AT1G02910	1	655568	658216
AT1G02920	1	658578	659980
AT1G02930	1	661088	662475
AT1G02940	1	662963	664290
AT1G02950	1	665119	666471
AT1G02960	1	666807	669919
AT1G02965	1	671661	672814
AT1G02970	1	673306	676419
AT1G02980	1	677360	681378
AT1G02990	1	681331	687385
AT1G03000	1	687795	692660
AT1G03010	1	693190	696504
AT1G03020	1	697919	698591
AT1G03030	1	701365	703929
AT1G03040	1	703847	706689
AT1G03050	1	707485	710041
AT1G03055	1	710018	711857
AT1G03060	1	712440	727553
AT1G03070	1	729830	731565
AT1G03080	1	731554	738306
AT1G03090	1	739544	744184
AT1G03100	1	743885	746701
AT1G03103	1	747197	748057
AT1G03106	1	748101	749034
AT1G03110	1	749246	751976
AT1G03120	1	752191	753140
AT1G03130	1	753307	754262
AT1G03140	1	754261	756303
AT1G03150	1	756414	758678
AT1G03160	1	761261	766194
AT1G03165	1	766336	767324
AT1G03170	1	768376	770684
AT1G03180	1	773358	775362
AT1G03190	1	775527	780062
AT1G03200	1	780519	782946
AT1G03210	1	782904	784346
AT1G03220	1	786832	788722
AT1G03230	1	789820	791689
AT1G03240	1	792222	793060
AT1G03250	1	793315	795403
AT1G03260	1	795449	798491
AT1G03270	1	799115	802625
AT1G03280	1	802970	807066
AT1G03290	1	807361	813216
AT1G03300	1	811033	813086
AT1G03310	1	813413	816812
AT1G03320	1	816989	817767
AT1G03325	1	817053	817178
AT1G03330	1	817934	819563
AT1G03340	1	819612	821476
AT1G03350	1	822582	824410
AT1G03360	1	824517	826399
AT1G03365	1	826523	830393
AT1G03370	1	830550	835411
AT1G03380	1	835767	841373
AT1G03390	1	841033	842418
AT1G03395	1	841677	842158
AT1G03400	1	842659	844251
AT1G03410	1	844436	847683
AT1G03430	1	847793	849621
AT1G03440	1	852151	854297
AT1G03445	1	854410	859701
AT1G03457	1	860761	864372
AT1G03470	1	865895	867733
AT1G03475	1	868853	871308
AT1G03490	1	871874	872906
AT1G03495	1	873166	874476
AT1G03510	1	876087	877556
AT1G03520	1	877861	880259
AT1G03530	1	880384	883599
AT1G03540	1	883683	885611
AT1G03550	1	885623	887956
AT1G03560	1	890155	892492
AT1G03590	1	894238	897718
AT1G03600	1	898480	899794
AT1G03610	1	900732	903070
AT1G03620	1	904032	907643
AT1G03630	1	907523	909650
AT1G03650	1	910023	911292
AT1G03660	1	911310	913808
AT1G03670	1	914222	916222
AT1G03680	1	916772	918064
AT1G03687	1	918285	920592
AT1G03700	1	920950	922098
AT1G03710	1	923390	924730
AT1G03720	1	924896	926373
AT1G03730	1	930715	931985
AT1G03740	1	933426	937152
AT1G03750	1	937826	941162
AT1G03760	1	941062	943377
AT1G03770	1	944572	947682
AT1G03780	1	947520	951850
AT1G03790	1	954290	956144
AT1G03800	1	957104	958383
AT1G03810	1	958759	959609
AT1G03820	1	959790	960916
AT1G03830	1	961684	966790
AT1G03840	1	967470	970334
AT1G03850	1	975871	977911
AT1G03860	1	979307	982002
AT1G03870	1	982381	983544
AT1G03880	1	985751	988146
AT1G03890	1	989198	991020
AT1G03900	1	991106	993126
AT1G03905	1	993400	995989
AT1G03910	1	996076	1000629
AT1G03920	1	1001116	1004410
AT1G03930	1	1004688	1008370
AT1G03940	1	1009228	1011145
AT1G03950	1	1011151	1013365
AT1G03960	1	1013643	1017957
AT1G03970	1	1018058	1019247
AT1G03980	1	1019311	1022108
AT1G03982	1	1022251	1023719
AT1G03990	1	1024740	1027616
AT1G04000	1	1027853	1029119
AT1G04010	1	1030957	1036264
AT1G04020	1	1036493	1040262
AT1G04030	1	1040375	1042892
AT1G04040	1	1042362	1043887
AT1G04050	1	1045598	1049864
AT1G04070	1	1050505	1051194
AT1G04080	1	1051312	1056827
AT1G04090	1	1057041	1059454
AT1G04100	1	1059470	1061209
AT1G04105	1	1059730	1060348
AT1G04110	1	1061297	1063809
AT1G04120	1	1064264	1071080
AT1G04130	1	1073274	1075568
AT1G04140	1	1075543	1080630
AT1G04150	1	1081024	1084431
AT1G04160	1	1086170	1096510
AT1G04170	1	1096882	1099901
AT1G04180	1	1104493	1106241
AT1G04190	1	1106354	1108725
AT1G04200	1	1109395	1114155
AT1G04210	1	1114375	1119739
AT1G04220	1	1119699	1122786
AT1G04230	1	1125515	1128788
AT1G04240	1	1128149	1129689
AT1G04250	1	1136078	1138663
AT1G04260	1	1140278	1141564
AT1G04270	1	1141558	1143130
AT1G04280	1	1143436	1147091
AT1G04290	1	1147297	1148533
AT1G04300	1	1148564	1154667
AT1G04310	1	1154740	1157813
AT1G04330	1	1161289	1161982
AT1G04340	1	1162905	1164861
AT1G04350	1	1164910	1167135
AT1G04360	1	1167288	1169034
AT1G04370	1	1175033	1175768
AT1G04380	1	1176544	1178488
AT1G04390	1	1179310	1183704
AT1G04400	1	1185512	1188696
AT1G04410	1	1188995	1191458
AT1G04420	1	1191519	1193884
AT1G04430	1	1197956	1201579
AT1G04440	1	1202160	1206009
AT1G04445	1	1206760	1207939
AT1G04450	1	1208521	1210026
AT1G04455	1	1210269	1210622
AT1G04470	1	1210924	1214841
AT1G04480	1	1215925	1217471
AT1G04490	1	1217690	1220899
AT1G04500	1	1221411	1224539
AT1G04510	1	1226483	1230947
AT1G04520	1	1231452	1234032
AT1G04530	1	1234176	1236206
AT1G04540	1	1236754	1239199
AT1G04550	1	1240294	1242157
AT1G04555	1	1242506	1244244
AT1G04560	1	1244947	1246059
AT1G04570	1	1246601	1248876
AT1G04580	1	1252005	1257893
AT1G04590	1	1258556	1261470
AT1G04600	1	1261762	1272588
AT1G04610	1	1279351	1281618
AT1G04620	1	1282163	1286619
AT1G04625	1	1287831	1289820
AT1G04630	1	1289734	1291112
AT1G04635	1	1291300	1292024
AT1G04640	1	1292023	1293398
AT1G04645	1	1293770	1294263
AT1G04650	1	1294627	1299023
AT1G04660	1	1300368	1301773
AT1G04670	1	1301829	1302758
AT1G04680	1	1303467	1307973
AT1G04690	1	1313443	1315823
AT1G04700	1	1316139	1321000
AT1G04710	1	1321885	1324840
AT1G04730	1	1325099	1331169
AT1G04750	1	1331466	1333651
AT1G04760	1	1334533	1336704
AT1G04770	1	1336274	1337849
AT1G04778	1	1339588	1340565
AT1G04780	1	1340553	1343793
AT1G04790	1	1344989	1348868
AT1G04800	1	1348452	1349478
AT1G04810	1	1350080	1355466
AT1G04820	1	1356084	1358547
AT1G04830	1	1358574	1362019
AT1G04840	1	1362227	1365027
AT1G04850	1	1365107	1368940
AT1G04860	1	1369036	1373103
AT1G04870	1	1373234	1375821
AT1G04880	1	1375824	1379228
AT1G04890	1	1380382	1382599
AT1G04895	1	1383008	1383422
AT1G04900	1	1383841	1387895
AT1G04910	1	1387871	1391381
AT1G04920	1	1391434	1395953
AT1G04930	1	1396265	1399122
AT1G04945	1	1399174	1403112
AT1G04940	1	1399182	1400830
AT1G04950	1	1403085	1407531
AT1G04960	1	1407772	1410933
AT1G04970	1	1411088	1413627
AT1G04980	1	1413644	1416218
AT1G04985	1	1416342	1419027
AT1G04990	1	1418612	1421863
AT1G05000	1	1425539	1428869
AT1G05005	1	1429048	1430056
AT1G05010	1	1431177	1433010
AT1G05020	1	1435155	1437763
AT1G05030	1	1438048	1441933
AT1G05035	1	1444983	1446116
AT1G05040	1	1447369	1448463
AT1G05055	1	1448631	1450901
AT1G05060	1	1451002	1452872
AT1G05065	1	1454606	1455322
AT1G05070	1	1457007	1458802
AT1G05080	1	1459091	1460579
AT1G05085	1	1460988	1461670
AT1G05087	1	1463108	1464173
AT1G05090	1	1464239	1465875
AT1G05100	1	1469541	1470881
AT1G05120	1	1471323	1476289
AT1G05136	1	1478923	1479063
AT1G05140	1	1482546	1484059
AT1G05150	1	1484067	1487027
AT1G05160	1	1487378	1491005
AT1G05170	1	1490974	1494248
AT1G05180	1	1498114	1501953
AT1G05190	1	1502251	1503853
AT1G05200	1	1504941	1509152
AT1G05205	1	1509103	1510341
AT1G05210	1	1510404	1511683
AT1G05220	1	1511895	1512842
AT1G05230	1	1512896	1518900
AT1G05240	1	1520278	1523023
AT1G05250	1	1525601	1527360
AT1G05260	1	1529767	1531484
AT1G05270	1	1531641	1534767
AT1G05280	1	1534830	1537602
AT1G05290	1	1539152	1540562
AT1G05291	1	1541348	1542432
AT1G05300	1	1544927	1547849
AT1G05310	1	1550503	1552587
AT1G05320	1	1553568	1557848
AT1G05330	1	1558058	1558745
AT1G05340	1	1558778	1559917
AT1G05350	1	1560678	1564409
AT1G05360	1	1564491	1567508
AT1G05370	1	1569147	1572469
AT1G05380	1	1576822	1582672
AT1G05385	1	1582671	1583760
AT1G05400	1	1584073	1585421
AT1G05410	1	1585371	1587794
AT1G05420	1	1589973	1591012
AT1G05430	1	1594053	1595923
AT1G05440	1	1596007	1597940
AT1G05450	1	1599876	1601214
AT1G05460	1	1601148	1605034
AT1G05470	1	1607202	1611840
AT1G05490	1	1618504	1623489
AT1G05500	1	1624919	1629289
AT1G05510	1	1629446	1630863
AT1G05520	1	1630849	1636018
AT1G05530	1	1636249	1637914
AT1G05540	1	1639223	1640879
AT1G05550	1	1640959	1643917
AT1G05560	1	1645300	1647435
AT1G05570	1	1647575	1659611
AT1G05575	1	1661550	1662259
AT1G05577	1	1662352	1664398
AT1G05580	1	1665356	1668924
AT1G05590	1	1669350	1671902
AT1G05600	1	1671916	1673923
AT1G05610	1	1673861	1676077
AT1G05615	1	1677507	1678270
AT1G05620	1	1678881	1681710
AT1G05630	1	1682224	1687363
AT1G05640	1	1687436	1689955
AT1G05650	1	1690002	1692179
AT1G05660	1	1694070	1696191
AT1G05670	1	1697541	1701065
AT1G05675	1	1701116	1702749
AT1G05680	1	1703002	1704838
AT1G05690	1	1706736	1709360
AT1G05700	1	1709673	1713474
AT1G05710	1	1714818	1717290
AT1G05720	1	1717389	1718909
AT1G05730	1	1718555	1720587
AT1G05740	1	1720593	1721309
AT1G05750	1	1721509	1724734
AT1G05760	1	1723734	1724534
AT1G05770	1	1725388	1726321
AT1G05780	1	1726558	1728520
AT1G05783	1	1728658	1729789
AT1G05785	1	1730242	1732657
AT1G05790	1	1732802	1737583
AT1G05800	1	1741204	1742619
AT1G05805	1	1744444	1747734
AT1G05810	1	1748259	1749526
AT1G05820	1	1749478	1754036
AT1G05830	1	1754130	1761909
AT1G05835	1	1762145	1762814
AT1G05840	1	1762734	1766283
AT1G05850	1	1766503	1768837
AT1G05860	1	1768986	1771286
AT1G05870	1	1771385	1773385
AT1G05880	1	1775643	1778553
AT1G05890	1	1779256	1784675
AT1G05894	1	1784736	1786326
AT1G05900	1	1786849	1789737
AT1G05910	1	1790216	1796715
AT1G05920	1	1796778	1798254
AT1G05930	1	1799418	1800933
AT1G05940	1	1801110	1804000
AT1G05950	1	1804401	1807670
AT1G05960	1	1807960	1815568
AT1G05970	1	1815825	1817336
AT1G05990	1	1818392	1819184
AT1G06000	1	1820308	1821894
AT1G06010	1	1822583	1824236
AT1G06020	1	1824250	1826163
AT1G06030	1	1826803	1828279
AT1G06040	1	1828340	1829983
AT1G06045	1	1829522	1829865
AT1G06050	1	1830471	1832555
AT1G06060	1	1832941	1834861
AT1G06070	1	1834829	1837758
AT1G06080	1	1843463	1846311
AT1G06090	1	1846701	1849693
AT1G06100	1	1851472	1853019
AT1G06110	1	1853059	1855378
AT1G06120	1	1855910	1857718
AT1G06130	1	1857757	1860938
AT1G06135	1	1862184	1862742
AT1G06137	1	1863425	1863840
AT1G06140	1	1864774	1866999
AT1G06143	1	1867037	1868905
AT1G06150	1	1868989	1873730
AT1G06148	1	1874885	1877573
AT1G06160	1	1882907	1883992
AT1G06170	1	1884981	1886904
AT1G06180	1	1889362	1891276
AT1G06190	1	1892231	1894194
AT1G06200	1	1894289	1897027
AT1G06210	1	1897129	1899237
AT1G06220	1	1899951	1904897
AT1G06225	1	1905918	1906298
AT1G06230	1	1906963	1911056
AT1G06240	1	1911095	1913295
AT1G06250	1	1913175	1914895
AT1G06260	1	1916430	1917585
AT1G06270	1	1917991	1919760
AT1G06280	1	1920307	1920949
AT1G06290	1	1922208	1926278
AT1G06310	1	1926652	1930397
AT1G06320	1	1930523	1931449
AT1G06330	1	1931229	1932429
AT1G06340	1	1933284	1934103
AT1G06350	1	1935227	1936841
AT1G06360	1	1938862	1940496
AT1G06380	1	1944993	1946303
AT1G06390	1	1946746	1950860
AT1G06400	1	1950596	1952880
AT1G06410	1	1954674	1958866
AT1G06420	1	1958878	1960027
AT1G06430	1	1960031	1963189
AT1G06440	1	1963301	1965209
AT1G06450	1	1965840	1967219
AT1G06460	1	1967087	1969656
AT1G06470	1	1969658	1974526
AT1G06475	1	1973834	1974407
AT1G06490	1	1978378	1989409
AT1G06500	1	1989479	1990730
AT1G06515	1	1990634	1992228
AT1G06510	1	1992229	1993841
AT1G06520	1	1993903	1996355
AT1G06530	1	2001382	2002802
AT1G06540	1	2001406	2003446
AT1G06550	1	2003627	2007212
AT1G06560	1	2007615	2012006
AT1G06570	1	2011885	2013545
AT1G06580	1	2013996	2016273
AT1G06590	1	2016306	2024749
AT1G06620	1	2025544	2027413
AT1G06630	1	2027606	2031388
AT1G06640	1	2031626	2034112
AT1G06645	1	2034156	2035824
AT1G06650	1	2035718	2037366
AT1G06660	1	2037311	2040419
AT1G06670	1	2040410	2047655
AT1G06680	1	2047634	2049439
